Result	Lemma	Gender	Case	Tense	Voice	Mood	Person	Number	Gloss	Part	Chapter	Adverb/particle Type	Reference	Sense	Pronoun Type
λέγετέ	λέγω	-	-	present	active	imperative	second person	plural	I say, speak	verb	5	-	Ga 4:21	-	-
λέγουσιν	λέγω	-	-	present	active	indicative	third person	plural	I say, speak	verb	5	-	Mt 19:7,Mt 19:10,Jn 16:29,Mt 9:28,Mt 11:18,Mt 11:19,Mt 13:28,Mt 13:51,Mt 14:17,Mt 15:12,Mt 15:33,Mt 16:13,Mt 17:10,Mt 20:7,Mt 20:22,Mt 20:33,Mt 21:16,Mt 21:31,Mt 21:41,Mt 22:21,Mt 22:42,Mt 23:3,Mt 27:22,Mk 1:30,Mk 1:37,Mk 2:18,Mk 3:32,Mk 4:38,Mk 6:37,Mk 6:38,Mk 8:19,Mk 8:20,Mk 8:27,Mk 9:11,Mk 11:33,Mk 12:14,Mk 12:18,Mk 12:35,Mk 14:12,Lk 9:18,Lk 17:37,Lk 20:41,Lk 24:23,Jn 7:26,Jn 8:4,Jn 9:17,Jn 11:8,Jn 11:34,Jn 12:22,Jn 20:13,Jn 21:3,Ac 23:8,Ac 24:14,1 Co 15:12,1 Ti 1:7,Re 2:24,Re 6:16,Re 22:17	-	-
λέγω	λέγω	-	-	present	active	indicative	first person	singular	I say, speak	verb	5	-	Mt 5:20,Mt 8:11,Lk 12:4,Lk 12:8,Ro 11:1,Ro 11:11,Ro 12:3,1 Co 7:8,Ga 4:1,Ga 5:16,Mt 3:9,Mt 5:18,Mt 5:22,Mt 5:26,Mt 5:28,Mt 5:32,Mt 5:34,Mt 5:39,Mt 5:44,Mt 6:2,Mt 6:5,Mt 6:16,Mt 6:25,Mt 6:29,Mt 8:9,Mt 8:10,Mt 10:15,Mt 10:23,Mt 10:27,Mt 10:42,Mt 11:9,Mt 11:11,Mt 11:22,Mt 11:24,Mt 12:6,Mt 12:31,Mt 12:36,Mt 13:17,Mt 16:18,Mt 16:28,Mt 17:12,Mt 17:20,Mt 18:3,Mt 18:10,Mt 18:13,Mt 18:18,Mt 18:19,Mt 18:22,Mt 19:9,Mt 19:23,Mt 19:24,Mt 19:28,Mt 21:21,Mt 21:27,Mt 21:31,Mt 21:43,Mt 23:36,Mt 23:39,Mt 24:2,Mt 24:34,Mt 24:47,Mt 25:12,Mt 25:40,Mt 25:45,Mt 26:13,Mt 26:21,Mt 26:29,Mt 26:34,Mt 26:64,Mk 2:11,Mk 3:28,Mk 5:41,Mk 8:12,Mk 9:1,Mk 9:13,Mk 9:41,Mk 10:15,Mk 10:29,Mk 11:23,Mk 11:24,Mk 11:33,Mk 12:43,Mk 13:30,Mk 13:37,Mk 13:37,Mk 14:9,Mk 14:18,Mk 14:25,Mk 14:30,Lk 3:8,Lk 4:24,Lk 4:25,Lk 5:24,Lk 6:27,Lk 6:46,Lk 7:8,Lk 7:9,Lk 7:14,Lk 7:26,Lk 7:28,Lk 7:47,Lk 9:27,Lk 10:12,Lk 10:24,Lk 11:8,Lk 11:9,Lk 11:51,Lk 12:5,Lk 12:22,Lk 12:27,Lk 12:37,Lk 12:44,Lk 12:51,Lk 12:59,Lk 13:3,Lk 13:5,Lk 13:24,Lk 13:35,Lk 14:24,Lk 15:7,Lk 15:10,Lk 16:9,Lk 17:34,Lk 18:8,Lk 18:14,Lk 18:17,Lk 18:29,Lk 19:26,Lk 19:40,Lk 20:8,Lk 21:3,Lk 21:32,Lk 22:16,Lk 22:18,Lk 22:34,Lk 22:37,Lk 23:43,Jn 1:51,Jn 3:3,Jn 3:5,Jn 3:11,Jn 4:35,Jn 5:19,Jn 5:24,Jn 5:25,Jn 5:34,Jn 6:26,Jn 6:32,Jn 6:47,Jn 6:53,Jn 8:34,Jn 8:45,Jn 8:46,Jn 8:51,Jn 8:58,Jn 10:1,Jn 10:7,Jn 12:24,Jn 13:16,Jn 13:18,Jn 13:19,Jn 13:20,Jn 13:21,Jn 13:33,Jn 13:38,Jn 14:10,Jn 14:12,Jn 15:15,Jn 16:7,Jn 16:20,Jn 16:23,Jn 16:26,Jn 21:18,Ac 5:38,Ro 3:5,Ro 6:19,Ro 9:1,Ro 10:18,Ro 10:19,Ro 11:13,Ro 15:8,1 Co 1:12,1 Co 6:5,1 Co 7:6,1 Co 7:12,1 Co 7:35,1 Co 10:15,1 Co 10:29,1 Co 15:51,2 Co 6:13,2 Co 7:3,2 Co 8:8,2 Co 11:16,2 Co 11:21,2 Co 11:21,Ga 1:9,Ga 3:15,Ga 3:17,Ga 5:2,Eph 4:17,Eph 5:32,Php 3:18,Php 4:11,Col 2:4,1 Ti 2:7,2 Ti 2:7,Phm 21,1 Jn 5:16,Re 2:24	-	-
λέγε	λέγω	-	-	present	active	imperative	second person	singular	I say, speak	verb	5	-	Ac 22:27	-	-
λέγειν	λέγω	-	-	present	active	infinitive	-	-	I say, speak	verb	5	-	Mt 4:17,Mt 11:7,Mt 13:54,Mt 26:22,Mk 9:26,Mk 10:28,Mk 10:32,Mk 10:47,Mk 13:5,Mk 14:19,Mk 14:65,Mk 14:69,Lk 4:21,Lk 6:42,Lk 7:24,Lk 9:21,Lk 11:27,Lk 11:29,Lk 12:1,Lk 13:26,Lk 20:9,Lk 23:30,Jn 16:12,Ac 10:28,Ac 17:18,Ac 17:21,Ac 23:30,Ac 24:10,Ac 26:1,Ro 3:8,Eph 5:12,Tt 2:8,Heb 5:11,Heb 8:13,Heb 9:5,Heb 13:6,Jas 4:15,Mt 3:9,Lk 3:8,Lk 7:49	-	-
λέγεις	λέγω	-	-	present	active	indicative	second person	singular	I say, speak	verb	5	-	Mt 26:70,Mt 27:11,Mk 5:31,Mk 10:18,Mk 14:68,Mk 15:2,Lk 12:41,Lk 18:19,Lk 20:21,Lk 22:60,Lk 23:3,Jn 1:22,Jn 8:5,Jn 8:33,Jn 8:52,Jn 9:17,Jn 12:34,Jn 14:9,Jn 16:29,Jn 18:34,Jn 18:37,1 Co 14:16,Re 3:17	-	-
λέγεσθαι	λέγω	-	-	present	passive	infinitive	-	-	I say, speak	verb	5	-	Lk 9:7,Heb 3:15,Heb 7:11,Heb 11:24	-	-
λέγεται	λέγω	-	-	present	passive	indicative	third person	singular	I say, speak	verb	5	-	Mt 13:55,Jn 1:38,Jn 19:17,Jn 20:16,Ac 9:36,Heb 7:13,Heb 9:2,Re 8:11	-	-
λέγετε	λέγω	-	-	present	active	imperative	second person	plural	I say, speak	verb	5	-	Lk 10:5,Lk 10:9,Lk 11:2,Lk 17:10,Ac 13:15,2 Jn 10	-	-
λέγετε	λέγω	-	-	present	active	indicative	second person	plural	I say, speak	verb	5	-	Mt 15:5,Mt 16:2,Mt 16:15,Mt 23:30,Mk 7:11,Mk 8:29,Mk 14:71,Mk 15:12,Lk 7:33,Lk 7:34,Lk 9:20,Lk 11:18,Lk 12:54,Lk 12:55,Lk 22:70,Jn 4:20,Jn 4:35,Jn 8:54,Jn 9:19,Jn 9:41,Jn 10:36,Jn 13:13	-	-
λέγητε	λέγω	-	-	present	active	subjunctive	second person	plural	I say, speak	verb	5	-	1 Co 1:10	-	-
λέγομεν	λέγω	-	-	present	active	indicative	first person	plural	I say, speak	verb	5	-	Jn 8:48,Ac 21:23,Ro 4:9,1 Th 4:15	-	-
λέγον	λέγω	neuter	nominative	present	active	participle	-	singular	I say, speak	verb	5	-	Ac 20:23	-	-
λέγοντά	λέγω	masculine	accusative	present	active	participle	-	singular	I say, speak	verb	5	-	Ac 22:18	-	-
λέγοντα	λέγω	neuter	nominative	present	active	participle	-	plural	I say, speak	verb	5	-	Lk 4:41	-	-
λέγοντα	λέγω	masculine	accusative	present	active	participle	-	singular	I say, speak	verb	5	-	Lk 23:2,Ac 7:59,Re 9:14	-	-
λέγοντας	λέγω	masculine	accusative	present	active	participle	-	plural	I say, speak	verb	5	-	Mt 21:15,Mk 1:27,Mk 2:12,Lk 24:34,Ac 6:11,Ac 6:13,Re 2:2,Re 5:13	-	-
λέγοντες	λέγω	masculine	nominative	present	active	participle	-	plural	I say, speak	verb	5	-	Mt 2:2,Mt 6:31,Mt 8:25,Mt 8:27,Mt 8:29,Mt 8:31,Mt 9:14,Mt 9:27,Mt 9:33,Mt 10:7,Mt 12:10,Mt 12:38,Mt 13:36,Mt 14:15,Mt 14:26,Mt 14:33,Mt 15:1,Mt 15:23,Mt 16:7,Mt 17:10,Mt 18:1,Mt 19:3,Mt 19:25,Mt 20:12,Mt 20:30,Mt 20:31,Mt 21:9,Mt 21:20,Mt 21:23,Mt 21:25,Mt 22:16,Mt 22:23,Mt 22:24,Mt 23:16,Mt 24:3,Mt 24:5,Mt 25:37,Mt 25:44,Mt 26:8,Mt 26:17,Mt 26:68,Mt 27:23,Mt 27:29,Mt 27:40,Mt 27:54,Mt 27:63,Mt 28:13,Mk 3:11,Mk 5:12,Mk 5:35,Mk 6:2,Mk 7:37,Mk 8:28,Mk 9:11,Mk 10:26,Mk 10:35,Mk 10:49,Mk 11:31,Mk 12:18,Mk 13:6,Mk 14:57,Mk 15:29,Lk 1:66,Lk 3:10,Lk 3:14,Lk 4:36,Lk 5:21,Lk 5:26,Lk 5:30,Lk 7:4,Lk 7:16,Lk 8:24,Lk 8:25,Lk 10:17,Lk 13:25,Lk 13:31,Lk 14:30,Lk 15:2,Lk 17:13,Lk 19:7,Lk 19:14,Lk 19:38,Lk 20:2,Lk 20:5,Lk 20:14,Lk 20:21,Lk 20:28,Lk 21:7,Lk 21:8,Lk 22:64,Lk 22:67,Lk 23:2,Lk 23:5,Lk 23:18,Lk 23:21,Lk 23:35,Lk 23:37,Lk 24:29,Jn 4:31,Jn 4:51,Jn 6:52,Jn 7:15,Jn 9:2,Jn 9:19,Jn 12:21,Jn 18:40,Jn 19:6,Jn 19:12,Ac 1:6,Ac 2:7,Ac 2:12,Ac 4:16,Ac 5:23,Ac 8:10,Ac 11:3,Ac 11:18,Ac 13:15,Ac 14:11,Ac 14:15,Ac 14:18,Ac 15:5,Ac 16:35,Ac 17:7,Ac 17:19,Ac 18:13,Ac 19:13,Ac 19:28,Ac 22:22,Ac 23:9,Ac 23:12,Ac 26:31,2 Ti 2:18,Heb 11:14,Jas 4:13,2 Pe 3:4,Re 4:8,Re 4:10,Re 5:9,Re 5:12,Re 6:10,Re 7:10,Re 7:12,Re 11:15,Re 11:17,Re 13:4,Re 15:3,Re 18:10,Re 18:16,Re 18:18,Re 18:19,Re 19:4	-	-
λέγοντι	λέγω	masculine	dative	present	active	participle	-	singular	I say, speak	verb	5	-	Mt 12:48	-	-
λέγοντος	λέγω	neuter	genitive	present	active	participle	-	singular	I say, speak	verb	5	-	Re 6:1,Re 6:3,Re 6:5,Re 6:7	-	-
λέγοντος	λέγω	masculine, neuter	genitive	present	active	participle	-	singular	I say, speak	verb	5	-	Mt 1:22,Mt 2:15,Mt 2:17,Mt 4:14,Mt 8:17,Mt 12:17,Mt 13:35,Mt 21:4,Mt 22:31,Mt 27:9	-	-
λέγοντος	λέγω	masculine	genitive	present	active	participle	-	singular	I say, speak	verb	5	-	Mt 3:3,Mk 14:58,Lk 9:34,Lk 13:17,Ac 6:14,Heb 7:21,Re 8:13,Re 16:5	-	-
λέγοντος	λέγω	neuter, masculine	genitive	present	active	participle	-	singular	I say, speak	verb	5	-	Re 16:7	-	-
λέγουσίν	λέγω	-	-	present	active	indicative	third person	plural	I say, speak	verb	5	-	Re 10:11	-	-
λέγουσα	λέγω	feminine	nominative	present	active	participle	-	singular	I say, speak	verb	5	-	Mt 3:17,Mt 13:14,Mt 15:22,Mt 15:25,Mt 17:5,Mt 21:10,Mt 26:69,Mt 27:19,Mk 6:25,Lk 1:24,Lk 9:35,Lk 15:9,Lk 18:3,Jn 11:32,Jn 19:24,Ac 16:15,Ac 16:17,Jas 2:23,Re 2:20,Re 16:17,Re 19:5	-	-
λέγουσαι	λέγω	feminine	nominative	present	active	participle	-	plural	I say, speak	verb	5	-	Mt 25:9,Mt 25:11,Lk 24:23,Jn 11:3	-	-
λέγουσαν	λέγω	feminine	accusative	present	active	participle	-	singular	I say, speak	verb	5	-	Ac 9:4,Ac 26:14,Re 6:6,Re 10:4,Re 10:8,Re 12:10,Re 18:4	-	-
λέγουσιν	λέγω	masculine	dative	present	active	participle	-	plural	I say, speak	verb	5	-	Mt 11:17	-	-
λέγω	λέγω	-	-	present	active	subjunctive	first person	singular	I say, speak	verb	5	-	2 Co 9:4,Phm 19,Heb 11:32	-	-
λέγων	λέγω	masculine	nominative	present	active	participle	-	singular	I say, speak	verb	5	-	Mt 1:20,Mt 2:13,Mt 2:20,Mt 3:2,Mt 3:14,Mt 5:2,Mt 7:21,Mt 8:2,Mt 8:3,Mt 8:6,Mt 9:18,Mt 9:29,Mt 9:30,Mt 10:5,Mt 13:3,Mt 13:24,Mt 13:31,Mt 14:27,Mt 14:30,Mt 15:7,Mt 16:13,Mt 16:22,Mt 17:9,Mt 17:15,Mt 17:25,Mt 18:26,Mt 18:28,Mt 18:29,Mt 21:2,Mt 21:37,Mt 22:1,Mt 22:4,Mt 22:42,Mt 22:43,Mt 23:2,Mt 25:20,Mt 25:45,Mt 26:27,Mt 26:39,Mt 26:42,Mt 26:48,Mt 26:65,Mt 26:70,Mt 27:4,Mt 27:11,Mt 27:24,Mt 27:46,Mt 28:9,Mt 28:18,Mk 1:7,Mk 1:15,Mk 1:24,Mk 1:25,Mk 1:40,Mk 5:23,Mk 8:15,Mk 8:26,Mk 8:27,Mk 9:25,Mk 12:6,Mk 12:26,Mk 14:44,Mk 14:60,Mk 14:68,Mk 15:4,Mk 15:9,Mk 15:36,Lk 1:63,Lk 1:67,Lk 3:16,Lk 4:35,Lk 5:8,Lk 5:12,Lk 5:13,Lk 7:6,Lk 7:19,Lk 7:20,Lk 7:39,Lk 8:8,Lk 8:38,Lk 8:49,Lk 8:54,Lk 9:18,Lk 9:38,Lk 10:25,Lk 11:45,Lk 12:16,Lk 12:17,Lk 13:27,Lk 14:3,Lk 14:7,Lk 15:3,Lk 15:6,Lk 17:4,Lk 18:2,Lk 18:13,Lk 18:16,Lk 18:18,Lk 18:38,Lk 19:16,Lk 19:18,Lk 19:20,Lk 19:30,Lk 19:42,Lk 19:46,Lk 22:19,Lk 22:20,Lk 22:42,Lk 22:57,Lk 22:59,Lk 23:3,Lk 23:39,Lk 23:47,Lk 24:7,Jn 1:15,Jn 1:26,Jn 1:32,Jn 4:10,Jn 7:28,Jn 7:37,Jn 8:12,Jn 12:23,Ac 1:3,Ac 2:40,Ac 3:25,Ac 5:28,Ac 5:36,Ac 8:9,Ac 8:19,Ac 8:26,Ac 10:26,Ac 11:4,Ac 12:7,Ac 15:13,Ac 16:9,Ac 16:28,Ac 19:4,Ac 19:26,Ac 21:21,Ac 21:40,Ac 22:26,Ac 24:2,Ac 25:14,Ac 26:22,Ac 27:10,Ac 27:24,Ac 27:33,Ac 28:26,Ro 2:22,1 Co 11:25,Heb 2:6,Heb 2:12,Heb 4:7,Heb 6:14,Heb 8:11,Heb 9:20,Heb 10:8,Heb 12:26,1 Jn 2:4,1 Jn 2:6,1 Jn 2:9,2 Jn 11,Jud 14,Re 1:17,Re 4:1,Re 7:3,Re 7:13,Re 10:9,Re 11:1,Re 13:14,Re 14:7,Re 14:8,Re 14:9,Re 14:18,Re 17:1,Re 18:2,Re 18:21,Re 19:17,Re 21:9	-	-
λέγωσιν	λέγω	-	-	present	active	subjunctive	third person	plural	I say, speak	verb	5	-	Mk 7:36,Mk 8:30,1 Th 5:3	-	-
λέγῃ	λέγω	-	-	present	active	subjunctive	third person	singular	I say, speak	verb	5	-	Jn 2:5,1 Co 3:4,Jas 2:14	-	-
λεγέτω	λέγω	-	-	present	active	imperative	third person	singular	I say, speak	verb	5	-	Jas 1:13	-	-
λεγομένη	λέγω	feminine	nominative	present	passive	participle	-	singular	I say, speak	verb	5	-	Lk 22:1,Heb 9:3	-	-
λεγομένην	λέγω	feminine	accusative	present	passive	participle	-	singular	I say, speak	verb	5	-	Mt 2:23,Jn 4:5,Jn 11:54,Ac 3:2	-	-
λεγομένης	λέγω	feminine	genitive	present	passive	participle	-	singular	I say, speak	verb	5	-	Ac 6:9,Eph 2:11	-	-
λεγομένοις	λέγω	neuter	dative	present	passive	participle	-	plural	I say, speak	verb	5	-	Ac 8:6,Ac 27:11,Ac 28:24,Heb 8:1	-	-
λεγομένου	λέγω	masculine	genitive	present	passive	participle	-	singular	I say, speak	verb	5	-	Mt 26:3	-	-
λεγούσης	λέγω	feminine	genitive	present	active	participle	-	singular	I say, speak	verb	5	-	Ac 11:7,Ac 22:7,Re 1:11,Re 11:12,Re 14:13,Re 16:1,Re 21:3	-	-
λεγόμενα	λέγω	neuter	accusative	present	passive	participle	-	plural	I say, speak	verb	5	-	Lk 18:34	-	-
λεγόμενοι	λέγω	masculine	nominative	present	passive	participle	-	plural	I say, speak	verb	5	-	1 Co 8:5,Eph 2:11	-	-
λεγόμενον	λέγω	neuter	accusative	present	passive	participle	-	singular	I say, speak	verb	5	-	Mt 26:36	-	-
λεγόμενον	λέγω	masculine, neuter	accusative	present	passive	participle	-	singular	I say, speak	verb	5	-	2 Th 2:4	-	-
λεγόμενον	λέγω	masculine	accusative	present	passive	participle	-	singular	I say, speak	verb	5	-	Mt 4:18,Mt 9:9,Mt 27:16,Mt 27:17,Mt 27:22,Mt 27:33,Jn 19:13,Jn 19:17	-	-
λεγόμενος	λέγω	masculine	nominative	present	passive	participle	-	singular	I say, speak	verb	5	-	Mt 1:16,Mt 10:2,Mt 26:14,Mk 15:7,Lk 22:47,Jn 4:25,Jn 9:11,Jn 11:16,Jn 20:24,Jn 21:2,Col 4:11,Mt 27:33	-	-
λεγόντων	λέγω	masculine	genitive	present	active	participle	-	plural	I say, speak	verb	5	-	Lk 2:13,Lk 21:5,Re 2:9,Re 3:9,Re 19:1,Re 19:6	-	-
ἐλέγετε	λέγω	-	-	imperfect	active	indicative	second person	plural	I say, speak	verb	5	-	Lk 17:6	-	-
ἔλεγεν	λέγω	-	-	imperfect	active	indicative	third person	singular	I say, speak	verb	5	-	Mt 9:24,Mt 14:4,Mk 2:27,Mk 3:23,Mk 4:2,Mk 4:9,Mk 4:11,Mk 4:21,Mk 4:24,Mk 4:26,Mk 4:30,Mk 5:8,Mk 5:28,Mk 5:30,Mk 6:4,Mk 6:10,Mk 6:16,Mk 6:18,Mk 7:9,Mk 7:14,Mk 7:20,Mk 7:27,Mk 8:21,Mk 8:24,Mk 9:1,Mk 9:24,Mk 9:31,Mk 11:17,Mk 12:35,Mk 12:38,Mk 14:36,Mk 15:12,Mk 15:14,Lk 3:11,Lk 6:5,Lk 6:20,Lk 13:14,Lk 16:5,Lk 21:10,Lk 23:34,Lk 23:42,Jn 2:21,Jn 2:22,Jn 5:18,Jn 5:19,Jn 6:6,Jn 6:65,Jn 6:71,Jn 8:23,Jn 8:27,Jn 9:9,Jn 12:29,Jn 12:33,Ac 4:32,Ac 11:16,Ac 13:25,Ac 28:17,Ro 7:7,Mt 9:21,Lk 3:7,Lk 5:36,Lk 9:23,Lk 10:2,Lk 12:54,Lk 13:6,Lk 13:18,Lk 14:7,Lk 14:12,Lk 16:1,Lk 18:1,Jn 8:31	-	-
ἔλεγον	λέγω	-	-	imperfect	active	indicative	first person	singular	I say, speak	verb	5	-	Ac 25:20,2 Co 9:3,Php 3:18,2 Th 2:5	-	-
ἔλεγον	λέγω	-	-	imperfect	active	indicative	third person	plural	I say, speak	verb	5	-	Mt 9:11,Mt 9:34,Mt 12:23,Mt 21:11,Mt 26:5,Mt 27:41,Mt 27:47,Mt 27:49,Mk 2:16,Mk 2:24,Mk 3:21,Mk 3:22,Mk 3:30,Mk 4:41,Mk 5:31,Mk 6:14,Mk 6:15,Mk 6:15,Mk 6:35,Mk 11:5,Mk 11:28,Mk 14:2,Mk 14:31,Mk 14:70,Mk 15:31,Mk 15:35,Mk 16:3,Lk 4:22,Lk 9:31,Lk 22:65,Lk 24:10,Jn 4:33,Jn 4:42,Jn 5:10,Jn 6:14,Jn 6:42,Jn 7:11,Jn 7:12,Jn 7:12,Jn 7:31,Jn 7:40,Jn 7:41,Jn 7:41,Jn 8:6,Jn 8:19,Jn 8:22,Jn 9:8,Jn 9:9,Jn 9:9,Jn 9:10,Jn 9:16,Jn 9:16,Jn 10:20,Jn 10:21,Jn 10:24,Jn 10:41,Jn 11:36,Jn 11:47,Jn 11:56,Jn 12:29,Jn 16:18,Jn 19:3,Jn 19:21,Jn 20:25,Ac 2:13,Ac 9:21,Ac 12:15,Ac 17:18,Ac 21:4,Ac 28:4,Ac 28:6,Jud 18,Re 5:14,Jn 7:25,Jn 8:25	-	-
λίαν	λίαν	-	-	-	-	-	-	-	-	adverb	-	-	3 Jn 3,2 Jn 4,2 Ti 4:15,Lk 23:8,Mk 16:2,Mk 9:3,Mk 6:51,Mk 1:35,Mt 27:14,Mt 8:28,Mt 4:8,Mt 2:16	extremely	-
λίθοι	λίθος	masculine	nominative	-	-	-	-	plural	stone	noun	23	-	Mt 4:3,Mk 13:1,Lk 19:40,1 Pe 2:5	-	-
λίθοις	λίθος	masculine	dative	-	-	-	-	plural	stone	noun	23	-	Mk 5:5,Lk 21:5,2 Co 3:7	-	-
λίθον	λίθος	masculine	accusative	-	-	-	-	singular	stone	noun	23	-	Mt 4:6,Mt 7:9,Mt 21:42,Mt 21:44,Mt 24:2,Mt 27:60,Mt 27:66,Mt 28:2,Mk 12:10,Mk 13:2,Mk 15:46,Mk 16:3,Lk 4:11,Lk 19:44,Lk 19:44,Lk 20:17,Lk 20:18,Lk 24:2,Jn 8:7,Jn 11:39,Jn 11:41,Jn 20:1,Ro 9:33,1 Pe 2:4,1 Pe 2:6,Re 18:21	-	-
λίθος	λίθος	masculine	nominative	-	-	-	-	singular	stone	noun	23	-	Mt 24:2,Mk 13:2,Mk 16:4,Lk 17:2,Lk 21:6,Jn 11:38,Ac 4:11,1 Pe 2:7,1 Pe 2:8	-	-
λίθου	λίθος	masculine	genitive	-	-	-	-	singular	stone	noun	23	-	Lk 22:41,Re 18:12	-	-
λίθους	λίθος	masculine	accusative	-	-	-	-	plural	stone	noun	23	-	Jn 10:31,Jn 8:59,1 Co 3:12	-	-
λίθων	λίθος	masculine	genitive	-	-	-	-	plural	stone	noun	23	-	Mt 3:9,Lk 3:8	-	-
λίθῳ	λίθος	masculine	dative	-	-	-	-	singular	stone	noun	23	-	Lk 4:3,Lk 21:6,Ro 9:32,Re 4:3,Re 21:11,Ac 17:29,Re 17:4,Re 18:16,Re 21:11,Re 21:19	-	-
λίμνη	λίμνη	feminine	nominative	-	-	-	-	singular	-	noun	-	-	Re 20:14	lake	-
λίμνην	λίμνη	feminine	accusative	-	-	-	-	singular	-	noun	-	-	Lk 8:33,Lk 8:23,Lk 5:2,Lk 5:1	lake	-
λίμνην	λίμνη	feminine	accusative	-	-	-	-	singular	-	noun	-	-	Re 20:15,Re 20:14,Re 20:10,Re 19:20	lake, lake of fire	-
λίμνης	λίμνη	feminine	genitive	-	-	-	-	singular	-	noun	-	-	Lk 8:22	lake	-
λίμνῃ	λίμνη	feminine	dative	-	-	-	-	singular	-	noun	-	-	Re 21:8	lake, lake of fire	-
λαλούντων	λαλέω	masculine	genitive	present	active	participle	-	plural	I talk, speak	verb	6	-	Ac 4:1,Lk 24:36,Ac 2:6,Ac 2:11,Ac 10:46	-	-
λάλει	λαλέω	-	-	present	active	imperative	second person	singular	I talk, speak	verb	6	-	Ac 18:9,Tt 2:1,Tt 2:15	-	-
λαλήσαντες	λαλέω	masculine	nominative	aorist	active	participle	-	plural	I talk, speak	verb	6	-	Ac 8:25,Ac 14:25	-	-
λαλήσας	λαλέω	masculine	nominative	aorist	active	participle	-	singular	I talk, speak	verb	6	-	Heb 1:1,Heb 5:5	-	-
λαλήσει	λαλέω	-	-	future	active	indicative	third person	singular	I talk, speak	verb	6	-	Jn 9:21,Jn 16:13,Jn 16:13,Ac 11:14	-	-
λαλήσητε	λαλέω	-	-	aorist	active	subjunctive	second person	plural	I talk, speak	verb	6	-	Mt 10:19,Mt 10:19,Mk 13:11	-	-
λαλήσομεν	λαλέω	-	-	future	active	indicative	first person	plural	I talk, speak	verb	6	-	3 Jn 14	-	-
λαλήσουσιν	λαλέω	-	-	future	active	indicative	third person	plural	I talk, speak	verb	6	-	Mt 12:36,Mk 16:17	-	-
λαλήσω	λαλέω	-	-	aorist	active	subjunctive	first person	singular	I talk, speak	verb	6	-	Jn 12:49,1 Co 14:6	-	-
λαλήσω	λαλέω	-	-	future	active	indicative	first person	singular	I talk, speak	verb	6	-	Jn 14:30,Jn 16:25,1 Co 14:21	-	-
λαλήσῃ	λαλέω	-	-	aorist	active	subjunctive	third person	singular	I talk, speak	verb	6	-	Ac 3:22,Re 13:15	-	-
λαλείτω	λαλέω	-	-	present	active	imperative	third person	singular	I talk, speak	verb	6	-	1 Co 14:28	-	-
λαλείτωσαν	λαλέω	-	-	present	active	imperative	third person	plural	I talk, speak	verb	6	-	1 Co 14:29	-	-
λαλεῖ	λαλέω	-	-	present	active	indicative	third person	singular	I talk, speak	verb	6	-	Mt 12:34,Mk 2:7,Mk 11:23,Lk 5:21,Lk 6:45,Jn 3:31,Jn 3:34,Jn 7:26,Jn 8:44,Jn 16:18,Ro 3:19,1 Co 14:2,1 Co 14:2,1 Co 14:3,1 Co 14:27,Heb 11:4,1 Pe 4:11,Jud 16	-	-
λαλεῖν	λαλέω	-	-	present	active	infinitive	-	-	I talk, speak	verb	6	-	Mt 12:22,Mt 12:34,Mk 1:34,Mk 7:37,Mk 12:1,Lk 4:41,Lk 7:15,Jn 8:26,Ac 2:4,Ac 4:17,Ac 4:20,Ac 4:29,Ac 5:40,Ac 11:15,Ro 15:18,1 Co 14:5,1 Co 14:34,1 Co 14:35,1 Co 14:39,1 Th 1:8,Php 1:14	-	-
λαλεῖς	λαλέω	-	-	present	active	indicative	second person	singular	I talk, speak	verb	6	-	Mt 13:10,Jn 4:27,Jn 16:29,Jn 19:10	-	-
λαλεῖσθαι	λαλέω	-	-	present	passive	infinitive	-	-	I talk, speak	verb	6	-	Heb 2:3	-	-
λαλεῖτε	λαλέω	-	-	present	active	imperative	second person	plural	I talk, speak	verb	6	-	Mk 13:11,Ac 5:20,Eph 4:25,Jas 2:12	-	-
λαληθέντος	λαλέω	neuter	genitive	aorist	passive	participle	-	singular	I talk, speak	verb	6	-	Lk 2:17	-	-
λαληθέντων	λαλέω	neuter	genitive	aorist	passive	participle	-	plural	I talk, speak	verb	6	-	Lk 2:18	-	-
λαληθήσεταί	λαλέω	-	-	future	passive	indicative	third person	singular	I talk, speak	verb	6	-	Ac 9:6	-	-
λαληθήσεται	λαλέω	-	-	future	passive	indicative	third person	singular	I talk, speak	verb	6	-	Mt 26:13,Mk 14:9,Ac 22:10	-	-
λαληθείσης	λαλέω	feminine	genitive	aorist	passive	participle	-	singular	I talk, speak	verb	6	-	Heb 9:19	-	-
λαληθείς	λαλέω	masculine	nominative	aorist	passive	participle	-	singular	I talk, speak	verb	6	-	Heb 2:2	-	-
λαληθησομένων	λαλέω	neuter	genitive	future	passive	participle	-	plural	I talk, speak	verb	6	-	Heb 3:5	-	-
λαληθῆναι	λαλέω	-	-	aorist	passive	infinitive	-	-	I talk, speak	verb	6	-	Ac 13:42,Ac 13:46	-	-
λαλουμένη	λαλέω	feminine	nominative	present	passive	participle	-	singular	I talk, speak	verb	6	-	Ac 17:19	-	-
λαλουμένοις	λαλέω	neuter	dative	present	passive	participle	-	plural	I talk, speak	verb	6	-	Lk 2:33,Ac 13:45,Ac 16:14	-	-
λαλούμενον	λαλέω	masculine	accusative	present	passive	participle	-	singular	I talk, speak	verb	6	-	Mk 5:36	-	-
