Result	Lemma	Gender	Case	Tense	Voice	Mood	Person	Number	Gloss	Part	Chapter	Adverb/particle Type	Reference	Sense	Pronoun Type
βλασφημήσαντι	βλασφημέω	masculine	dative	aorist	active	participle	-	singular	I am blaspheming, reviling	verb	35	-	Lk 12:10	to blaspheme	-
βλασφημήσωσιν	βλασφημέω	-	-	aorist	active	subjunctive	third person	plural	I am blaspheming, reviling	verb	35	-	Mk 3:28	to blaspheme	-
βλασφημήσῃ	βλασφημέω	-	-	aorist	active	subjunctive	third person	singular	I am blaspheming, reviling	verb	35	-	Mk 3:29	to blaspheme	-
βλασφημείσθω	βλασφημέω	-	-	present	passive	imperative	third person	singular	I am blaspheming, reviling	verb	35	-	Ro 14:16	to be slandered	-
βλασφημεῖ	βλασφημέω	-	-	present	active	indicative	third person	singular	I am blaspheming, reviling	verb	35	-	Mt 9:3,Mk 2:7	to blaspheme	-
βλασφημεῖν	βλασφημέω	-	-	present	active	infinitive	-	-	I am blaspheming, reviling	verb	35	-	Tt 3:2	to slander	-
βλασφημεῖν	βλασφημέω	-	-	present	active	infinitive	-	-	I am blaspheming, reviling	verb	35	-	Ac 26:11,1 Ti 1:20	to blaspheme	-
βλασφημεῖς	βλασφημέω	-	-	present	active	indicative	second person	singular	I am blaspheming, reviling	verb	35	-	Jn 10:36	to blaspheme	-
βλασφημεῖται	βλασφημέω	-	-	present	passive	indicative	third person	singular	I am blaspheming, reviling	verb	35	-	Ro 2:24	to be blasphemed (state)	-
βλασφημηθήσεται	βλασφημέω	-	-	future	passive	indicative	third person	singular	I am blaspheming, reviling	verb	35	-	2 Pe 2:2	to be blasphemed (state)	-
βλασφημούμεθα	βλασφημέω	-	-	present	passive	indicative	first person	plural	I am blaspheming, reviling	verb	35	-	Ro 3:8	to be slandered	-
βλασφημούντων	βλασφημέω	masculine	genitive	present	active	participle	-	plural	I am blaspheming, reviling	verb	35	-	Ac 18:6	to blaspheme	-
βλασφημοῦμαι	βλασφημέω	-	-	present	passive	indicative	first person	singular	I am blaspheming, reviling	verb	35	-	1 Co 10:30	to be slandered	-
βλασφημοῦντας	βλασφημέω	masculine	accusative	present	active	participle	-	plural	I am blaspheming, reviling	verb	35	-	Ac 19:37	to blaspheme	-
βλασφημοῦντες	βλασφημέω	masculine	nominative	present	active	participle	-	plural	I am blaspheming, reviling	verb	35	-	Ac 13:45,2 Pe 2:10,2 Pe 2:12	to blaspheme	-
βλασφημοῦντες	βλασφημέω	masculine	nominative	present	active	participle	-	plural	I am blaspheming, reviling	verb	35	-	Lk 22:65,1 Pe 4:4	to slander	-
βλασφημοῦσιν	βλασφημέω	-	-	present	active	indicative	third person	plural	I am blaspheming, reviling	verb	35	-	Jas 2:7	to slander	-
βλασφημοῦσιν	βλασφημέω	-	-	present	active	indicative	third person	plural	I am blaspheming, reviling	verb	35	-	Jud 8,Jud 10	to blaspheme	-
βλασφημῆσαι	βλασφημέω	-	-	aorist	active	infinitive	-	-	I am blaspheming, reviling	verb	35	-	Re 13:6	to blaspheme	-
βλασφημῆται	βλασφημέω	-	-	present	passive	subjunctive	third person	singular	I am blaspheming, reviling	verb	35	-	1 Ti 6:1,Tt 2:5	to be blasphemed (state)	-
ἐβλασφήμει	βλασφημέω	-	-	imperfect	active	indicative	third person	singular	I am blaspheming, reviling	verb	35	-	Lk 23:39	to slander	-
ἐβλασφήμησαν	βλασφημέω	-	-	aorist	active	indicative	third person	plural	I am blaspheming, reviling	verb	35	-	Re 16:9,Re 16:11,Re 16:21	to blaspheme	-
ἐβλασφήμησεν	βλασφημέω	-	-	aorist	active	indicative	third person	singular	I am blaspheming, reviling	verb	35	-	Mt 26:65	to blaspheme	-
ἐβλασφήμουν	βλασφημέω	-	-	imperfect	active	indicative	third person	plural	I am blaspheming, reviling	verb	35	-	Mt 27:39,Mk 15:29	to slander	-
βοώντων	βοάω	masculine	genitive	present	active	participle	-	plural	-	verb	-	-	Lk 18:7	to shout (cry)	-
βοῶντα	βοάω	neuter	nominative	present	active	participle	-	plural	-	verb	-	-	Ac 8:7	to shout (cry)	-
βοῶντες	βοάω	masculine	nominative	present	active	participle	-	plural	-	verb	-	-	Ac 17:6,Ac 25:24	to shout (cry)	-
βοῶντος	βοάω	masculine	genitive	present	active	participle	-	singular	-	verb	-	-	Mt 3:3,Mk 1:3,Lk 3:4,Jn 1:23	to shout (cry)	-
βόησον	βοάω	-	-	aorist	active	imperative	second person	singular	-	verb	-	-	Ga 4:27	to shout (cry)	-
ἐβόησεν	βοάω	-	-	aorist	active	indicative	third person	singular	-	verb	-	-	Mk 15:34,Lk 9:38,Lk 18:38	to shout (cry)	-
Βούλομαι	βούλομαι	-	-	present	either middle or passive	indicative	first person	singular	I want, wish	verb	34	-	1 Ti 2:8,1 Ti 5:14	to desire	-
βουληθεὶς	βούλομαι	masculine	nominative	aorist	passive	participle	-	singular	I want, wish	verb	34	-	Jas 1:18	to desire	-
βουληθῇ	βούλομαι	-	-	aorist	passive	subjunctive	third person	singular	I want, wish	verb	34	-	Jas 4:4	to desire	-
βουλομένου	βούλομαι	masculine	genitive	present	either middle or passive	participle	-	singular	I want, wish	verb	34	-	Ac 18:27,Ac 19:30	to desire	-
βουλομένους	βούλομαι	masculine	accusative	present	either middle or passive	participle	-	plural	I want, wish	verb	34	-	3 Jn 10	to desire	-
βουλόμεθα	βούλομαι	-	-	present	either middle or passive	indicative	first person	plural	I want, wish	verb	34	-	Ac 17:20	to desire	-
βουλόμενοι	βούλομαι	masculine	nominative	present	either middle or passive	participle	-	plural	I want, wish	verb	34	-	1 Ti 6:9	to desire	-
βουλόμενος	βούλομαι	masculine	nominative	present	either middle or passive	participle	-	singular	I want, wish	verb	34	-	Mk 15:15,Ac 22:30,Ac 27:43,2 Co 1:17,Heb 6:17	to desire	-
βουλόμενος	βούλομαι	masculine	nominative	present	either middle or passive	participle	-	singular	I want, wish	verb	34	-	Ac 12:4	to intend	-
βουλόμενός	βούλομαι	masculine	nominative	present	either middle or passive	participle	-	singular	I want, wish	verb	34	-	Ac 23:28,2 Pe 3:9	to desire	-
βούλει	βούλομαι	-	-	present	either middle or passive	indicative	second person	singular	I want, wish	verb	34	-	Lk 22:42	to desire	-
βούλεσθε	βούλομαι	-	-	present	either middle or passive	indicative	second person	plural	I want, wish	verb	34	-	Ac 5:28	to intend	-
βούλεσθε	βούλομαι	-	-	present	either middle or passive	indicative	second person	plural	I want, wish	verb	34	-	Jn 18:39	to desire	-
βούλεται	βούλομαι	-	-	present	either middle or passive	indicative	third person	singular	I want, wish	verb	34	-	1 Co 12:11,Jas 3:4	to desire	-
βούληται	βούλομαι	-	-	present	either middle or passive	subjunctive	third person	singular	I want, wish	verb	34	-	Mt 11:27,Lk 10:22	to desire	-
βούλοιτο	βούλομαι	-	-	present	either middle or passive	optative	third person	singular	I want, wish	verb	34	-	Ac 25:20	to desire	-
βούλομαί	βούλομαι	-	-	present	either middle or passive	indicative	first person	singular	I want, wish	verb	34	-	Tt 3:8	to desire	-
βούλομαι	βούλομαι	-	-	present	either middle or passive	indicative	first person	singular	I want, wish	verb	34	-	Ac 18:15,Php 1:12,Jud 5	to desire	-
ἐβουλήθη	βούλομαι	-	-	aorist	passive	indicative	third person	singular	I want, wish	verb	34	-	Mt 1:19	to intend	-
ἐβουλήθην	βούλομαι	-	-	aorist	passive	indicative	first person	singular	I want, wish	verb	34	-	2 Jn 12	to desire	-
ἐβουλόμην	βούλομαι	-	-	imperfect	either middle or passive	indicative	first person	singular	I want, wish	verb	34	-	Ac 25:22,2 Co 1:15,Phm 13	to desire	-
ἐβούλετο	βούλομαι	-	-	imperfect	either middle or passive	indicative	third person	singular	I want, wish	verb	34	-	Ac 15:37	to desire	-
ἐβούλοντο	βούλομαι	-	-	imperfect	either middle or passive	indicative	third person	plural	I want, wish	verb	34	-	Ac 5:33,Ac 28:18	to desire	-
βρέξαι	βρέχω	-	-	aorist	active	infinitive	-	-	-	verb	-	-	Jas 5:17	to precipitate (weather)	-
βρέχει	βρέχω	-	-	present	active	indicative	third person	singular	-	verb	-	-	Mt 5:45	to cause to rain	-
βρέχειν	βρέχω	-	-	present	active	infinitive	-	-	-	verb	-	-	Lk 7:38	to wet	-
βρέχῃ	βρέχω	-	-	present	active	subjunctive	third person	singular	-	verb	-	-	Re 11:6	to precipitate (weather)	-
ἔβρεξέν	βρέχω	-	-	aorist	active	indicative	third person	singular	-	verb	-	-	Lk 7:44	to wet	-
ἔβρεξεν	βρέχω	-	-	aorist	active	indicative	third person	singular	-	verb	-	-	Lk 17:29,Jas 5:17	to precipitate (weather)	-
βραβεῖον	βραβεῖον	neuter	accusative	-	-	-	-	singular	-	noun	-	-	1 Co 9:24,Php 3:14	prize	-
βρωμάτων	βρῶμα	neuter	genitive	-	-	-	-	plural	-	noun	-	-	1 Ti 4:3	food	-
βρώμασιν	βρῶμα	neuter	dative	-	-	-	-	plural	-	noun	-	-	Heb 9:10	solid food	-
βρώμασιν	βρῶμα	neuter	dative	-	-	-	-	plural	-	noun	-	-	1 Co 6:13,Heb 13:9	food	-
βρώματί	βρῶμα	neuter	dative	-	-	-	-	singular	-	noun	-	-	Ro 14:15	food	-
βρώματα	βρῶμα	neuter	accusative	-	-	-	-	plural	-	noun	-	-	Mt 14:15,Mk 7:19,Lk 3:11,Lk 9:13	food	-
βρώματα	βρῶμα	neuter	nominative	-	-	-	-	plural	-	noun	-	-	1 Co 6:13	food	-
βρώματος	βρῶμα	neuter	genitive	-	-	-	-	singular	-	noun	-	-	Ro 14:20	food	-
βρῶμά	βρῶμα	neuter	nominative	-	-	-	-	singular	-	noun	-	-	Jn 4:34	food	-
βρῶμα	βρῶμα	neuter	accusative	-	-	-	-	singular	-	noun	-	-	1 Co 3:2,1 Co 10:3	solid food	-
βρῶμα	βρῶμα	neuter	nominative	-	-	-	-	singular	-	noun	-	-	1 Co 8:8,1 Co 8:13	food	-
βρῶμα	βρῶμα	neuter	accusative	-	-	-	-	singular	-	noun	-	-	Ro 14:15	food	-
βρώσει	βρῶσις	feminine	dative	-	-	-	-	singular	-	noun	-	-	Col 2:16	eating	-
βρώσεως	βρῶσις	feminine	genitive	-	-	-	-	singular	-	noun	-	-	1 Co 8:4,Heb 12:16	eating	-
βρῶσιν	βρῶσις	feminine	accusative	-	-	-	-	singular	-	noun	-	-	Jn 4:32,Jn 6:27,Jn 6:27	food	-
βρῶσιν	βρῶσις	feminine	accusative	-	-	-	-	singular	-	noun	-	-	2 Co 9:10	eating	-
βρῶσις	βρῶσις	feminine	nominative	-	-	-	-	singular	-	noun	-	-	Jn 6:55	food	-
βρῶσις	βρῶσις	feminine	nominative	-	-	-	-	singular	-	noun	-	-	Ro 14:17	eating	-
βρῶσις	βρῶσις	feminine	nominative	-	-	-	-	singular	-	noun	-	-	Mt 6:19,Mt 6:20	rust (process)	-
γάρ	γάρ	-	-	-	-	-	-	-	for, because (postpositive)	particle, conjunction	21	interrogative	Ro 3:3,Php 1:18	-	-
γάρ	γάρ	-	-	-	-	-	-	-	for, because (postpositive)	conjunction	21	-	Mt 3:3,Mt 4:10,Mt 5:29,Mt 5:30,Mt 6:21,Mt 7:12,Mt 9:5,Mt 10:26,Mt 12:8,Mt 18:20,Mt 20:1,Mt 22:14,Mt 23:8,Mt 23:9,Mt 26:28,Mt 26:31,Mk 4:22,Mk 7:27,Mk 9:39,Mk 13:11,Mk 14:2,Mk 16:8,Lk 1:18,Lk 5:39,Lk 6:43,Lk 8:17,Lk 12:34,Lk 14:14,Lk 18:25,Lk 19:21,Lk 20:6,Lk 20:36,Jn 6:40,Jn 7:4,Jn 11:39,Jn 13:13,Ac 2:39,Ac 16:28,Ac 16:37,Ac 17:20,Ac 19:24,Ac 19:35,Ac 25:27,Ac 26:26,Ac 27:23,Ro 1:9,Ro 2:11,Ro 3:22,Ro 4:9,Ro 6:14,Ro 10:12,Ro 11:23,Ro 12:19,Ro 14:11,Ro 14:17,1 Co 1:11,1 Co 1:19,1 Co 3:9,1 Co 3:19,1 Co 4:7,1 Co 4:9,1 Co 5:3,1 Co 5:12,1 Co 6:16,1 Co 7:9,1 Co 8:10,1 Co 9:15,1 Co 9:16,1 Co 9:16,1 Co 11:5,1 Co 11:8,1 Co 14:33,1 Co 14:35,1 Co 15:9,1 Co 16:9,2 Co 2:17,2 Co 6:2,2 Co 12:13,Ga 4:24,Ga 4:27,Eph 2:10,Eph 2:14,Eph 5:8,Eph 5:29,Eph 6:1,Php 1:8,Php 2:13,Php 3:3,1 Th 2:5,1 Th 2:9,1 Th 2:20,1 Th 4:3,2 Th 3:11,1 Ti 5:4,1 Ti 5:15,2 Ti 2:7,2 Ti 3:6,2 Ti 4:10,2 Ti 4:11,Tt 3:3,Heb 4:2,Heb 4:4,Heb 5:13,Heb 8:5,Jas 4:14,1 Pe 3:5,1 Pe 4:15,2 Pe 2:19,1 Jn 5:3,Jud 4,Re 14:4	-	-
