Lemma	Gloss	Part	Chapter
δεσμός	bond, fetter, bonds	noun	46
δέησις	prayer, supplication	noun	46
κενός	vain, empty, empty-handed	adjective	46
μήτι	not, surely not, perhaps	particle	46
χρυσοῦς	gold, golden	adjective	46
ἀποκάλυψις	revelation	noun	46
Ἀντιόχεια	Antioch	noun	46
ἐπιβάλλω	I put on; I lay a hand on	verb	46
ἐπιτρέπω	I allow, permit	verb	46
προστίθημι	I add, put to; I proceed, go on	verb	46
ποιμήν	shepherd	noun	46
στέφανος	crown	noun	46
οἰκοδομή	edification, building	noun	46
ἀριθμός	number	noun	46
πυλών	gateway, gate	noun	46
θυμός	anger, wrath, indignation	noun	46
πόλεμος	war, battle	noun	46
ἀπώλεια	destruction, waste	noun	46
Ἀσία	Asia	noun	46
βλασφημία	blasphemy, slander	noun	47
κρύπτω	I hide, conceal	verb	47
πολλάκις	many times, often	adverb	47
ἑκατόν	hundred	adjective	47
ἐπαύριον	on the next day	adverb	47
πλησίον	subst., neighbor; +gen., near	preposition	47
ὡσαύτως	likewise, similarly, the same	adverb	47
ὑποκριτής	hypocrite	noun	47
θησαυρός	treasure, treasury	noun	47
ἀνάγκη	necessity; pressure, distress	noun	47
ἐλέγχω	I expose, reprove, convict	verb	47
κἂν	and if, even if (καί + ἐάν)	conjunction	47
ῥίζα	root	noun	47
ἕτοιμος	prepared, ready	adjective	47
μέχρι	+gen., until, the point of	preposition	47
βρῶμα	food	noun	47
ἵππος	horse	noun	47
Καισάρεια	Caesarea	noun	47
ἄφεσις	pardon, forgiveness	noun	47
πλήρωμα	fullness	noun	47
χάρισμα	gift	noun	47
κρυπτός	secret, hidden	adjective	47
ἐξίστημι	I amaze, astound, astonish	verb	47
ὦ	O (exclamation)	interjection	47
περισσότερος	more, far more, greater	adjective	47
συλλαμβάνω	I seize, apprehend, arrest	verb	48
σφραγίς	seal	noun	48
κλέπτης	thief	noun	48
διαλογίζομαι	I consider, ponder, reason	verb	48
δεῖπνον	banquet, dinner, feast	noun	48
ἔπειτα	then	adverb	48
διατάσσω	I order, give orders, direct	verb	48
πλήρης	full	adjective	48
χορτάζω	I fill; I am satisfied	verb	48
δέσμιος	prisoner	noun	48
Ἔφεσος	Ephesus	noun	48
συκῆ	fig tree	noun	48
λύπη	grief, sorrow	noun	48
νυμφίος	bridegroom	noun	48
οὐδέποτε	never	adverb	48
τροφή	food, provisions	noun	48
ἐργάτης	worker	noun	48
τέρας	wonder, marvel	noun	48
γάμος	wedding celebration, wedding	noun	48
ζῆλος	jealousy, zeal, ardor	noun	48
πάθημα	suffering	noun	48
κακῶς	badly, severely, wrongly	adverb	48
ἐκτείνω	I stretch out, extend	verb	48
Καφαρναούμ	Capernaum	noun	48
ταχέως	quickly, soon, shortly	adverb	48
χόρτος	grass, hay	noun	49
Ἰορδάνης	Jordan	noun	49
τράπεζα	table	noun	49
Δαμασκός	Damascus	noun	49
κτίζω	I create	verb	49
ἐλαία	olive tree, olive	noun	49
ὑπακοή	obedience	noun	49
Λάζαρος	Lazarus	noun	49
νήπιος	infant, child	noun	49
εὐσέβεια	piety, godliness	noun	49
κληρονόμος	heir	noun	49
ὁμοιόω	I compare, make like	verb	49
οἰκουμένη	inhabited earth, world	noun	49
κρείττων	better	adjective	49
Σαῦλος	Saul	noun	49
εὐχαριστία	thanksgiving, thankfulness	noun	49
καταλαμβάνω	I grasp, lay hold of	verb	49
εἶτα	then	adverb	49
γεύομαι	I taste, experience, partake of	verb	49
τύπος	example, type, pattern	noun	49
ἀπάγω	I lead away, lead off	verb	49
παρθένος	virgin	noun	49
ἆρα	then, as a result	conjunction	49
ξηραίνω	I dry up, wither	verb	49
συμφέρω	I am profitable	verb	49
ῥαββί	rabbi, teacher	noun	50
μοιχεύω	I commit adultery	verb	50
γνωστός	known	adjective	50
ὄψιος	evening	adjective	50
λῃστής	robber, highwayman, bandit	noun	50
ἀνέχομαι	I endure, bear with	verb	50
ἐντέλλω	I command, order	verb	50
κληρονομία	inheritance	noun	50
μέτρον	measure	noun	50
κλάω	I break	verb	50
ἐνιαυτός	year	noun	50
μακρόθεν	from far away	adverb	50
ταπεινόω	I humble, make humble	verb	50
ἀφίστημι	I depart from, depart, go away	verb	50
φρόνιμος	prudent, wise	adjective	50
φύσις	nature, species	noun	50
μερίζω	I divide, deal out, apportion	verb	50
πετεινόν	bird	noun	50
διαλογισμός	reasoning, thought	noun	50
προσδέχομαι	I look forward to, wait for	verb	50
τάλαντον	talent	noun	50
μύρον	ointment, perfume	noun	50
ἀμφότεροι	both	adjective	50
ἀτενίζω	I look intently at, stare at	verb	50
νοέω	I understand	verb	50
Ἕλλην	Greek	noun	51
πωλέω	I sell	verb	51
ἐφίστημι	I stand at, stand near	verb	51
σκηνή	tent, tabernacle	noun	51
ἡγεμών	ruler, governer	noun	51
γεωργός	farmer, tenant farmer	noun	51
μεριμνάω	I am anxious; I care for	verb	51
ἐπιλαμβάνομαι	I take hold of, grasp	verb	51
κόπος	work, labor; toil, trouble	noun	51
ποταμός	river	noun	51
καταλύω	I destroy, throw down, demolish	verb	51
κερδαίνω	I gain	verb	51
ἐμβαίνω	I embark; I get into	verb	51
δηνάριον	denarius	noun	51
εὐλογία	blessing; praise; generous gift	noun	51
πέτρα	rock	noun	51
διαμαρτύρομαι	I warn, testify solemnly	verb	51
γυμνός	naked, poorly clothed	adjective	51
ξένος	stranger, foreigner	noun	51
κωφός	mute, unable to speak; deaf	adjective	51
λύχνος	lamp	noun	51
ἐπίσταμαι	I know, understand	verb	51
Σαδδουκαῖος	Sadducee	noun	51
αὔριον	tomorrow, next day	adverb	51
σεισμός	earthquake	noun	51
κοινόω	I defile	verb	52
κοινός	common, ordinary; unclean	adjective	52
μακροθυμία	patience, forbearance	noun	52
σῖτος	wheat, grain	noun	52
ἅπαξ	once, once and for all	adverb	52
γράμμα	letter	noun	52
οἷος	of what sort, such as	adjective	52
ἄκανθα	thorn plant, thorn	noun	52
ἀναχωρέω	I withdraw, go away	verb	52
καπνός	smoke	noun	52
πρίν	before	conjunction	52
παράδοσις	tradition	noun	52
καταισχύνω	I put to shame, humiliate	verb	52
ἐξαποστέλλω	I send off, send out, send away	verb	52
παιδίσκη	female slave	noun	52
ταχύς	quickly	adverb	52
ἄνωθεν	from above, top, again	adverb	52
Τίτος	Titus	noun	52
Ναζωραῖος	Nazarene	noun	52
δράκων	dragon	noun	52
ὕψιστος	highest; most high	adjective	52
θερισμός	harvest	noun	52
Μάρθα	Martha	noun	52
ἔξωθεν	outside	adverb	52
ζύμη	leaven	noun	52
ἀνάγω	I put out to sea, set sail	verb	53
λατρεύω	I serve, worship	verb	53
βασιλεύω	I rule, reign, be king	verb	53
ὑψόω	I lift up, exalt	verb	53
νηστεύω	I fast	verb	53
τοσοῦτος	so great, so much, so many	adjective	53
κατακρίνω	I pronounce sentence on	verb	53
καταγγέλλω	I proclaim	verb	53
εἰσπορεύομαι	I enter, go into	verb	53
τίκτω	I give birth (to)	verb	53
ῥύομαι	I rescue, deliver	verb	53
ἀρέσκω	I please	verb	53
τολμάω	I dare, show boldness	verb	53
ἀθετέω	I reject, declare invalid	verb	53
κατέρχομαι	I come down, arrive	verb	53
ἐπιθυμέω	I desire, long for, lust for	verb	53
ἀνακρίνω	I examine, judge, question	verb	53
προσδοκάω	I wait for, look for, expect	verb	53
ὠφελέω	I benefit, aid, profit	verb	53
δέρω	I beat, strike	verb	53
θρίξ	hair	noun	53
κατεσθίω	I eat up, consume, devour	verb	53
ἐλάχιστος	least, insignificant, trivial	adjective	53
χωλός	lame, crippled	adjective	53
ἀλλότριος	belonging to another	adjective	53
προάγω	I go before, precede	verb	54
κοιμάω	I sleep, fall asleep	verb	54
περιτέμνω	I circumcise	verb	54
ὑπομένω	I endure	verb	54
κατέχω	I hold fast to, restrain	verb	54
συνίστημι	I commend, recommend	verb	54
παρέχω	I cause, make happen, present	verb	54
ὑστερέω	I lack, fall short of	verb	54
ὄφις	snake, serpent	verb	54
ἕκτος	sixth	adjective	54
ἀνθίστημι	I oppose, resist	verb	54
ἀπειθέω	I disobey; I am disobedient	verb	54
ἀνάκειμαι	I recline, recline at table	verb	54
κατανοέω	I consider, contemplate	part	54
ἐμπαίζω	I ridicule, mock, make fun of	verb	54
συνεργός	fellow worker	noun	54
τρόπος	manner, way	noun	54
καθάπερ	just as, as	conjunction	54
ἀνά	each, apiece, in the midst	preposition	54
Ἀνδρέας	Andrew	noun	54
ἕξ	six	adjective	54
δαιμονίζομαι	I am possessed by a demon	verb	54
Φῆστος	Festus	noun	54
ἐπιζητέω	I seek after, wish for	verb	54
παιδεύω	I discipline, educate, train	verb	54
