Result	Lemma	Gender	Case	Tense	Voice	Mood	Person	Number	Gloss	Part	Chapter	Adverb/particle Type	Reference	Sense	Pronoun Type
καὶ	καί	-	-	-	-	-	-	-	and, also, even	conjunction	14	-	Ac 1:21	to live ⇔ enter and exit	-
καὶ	καί	-	-	-	-	-	-	-	and, also, even	conjunction	14	-	Mt 5:18,Mt 11:25,Mt 24:35,Mk 13:31,Lk 10:21,Lk 16:17,Lk 21:33,Ac 4:24,Ac 4:24,Ac 14:15,Ac 14:15,Ac 17:24,2 Pe 3:7,2 Pe 3:13	universe	-
καὶ	καί	-	-	-	-	-	-	-	and, also, even	conjunction	14	-	Jn 19:18	on either side	-
καὶ	καί	-	-	-	-	-	-	-	and, also, even	conjunction	14	-	Mt 24:49,Lk 5:30,Lk 13:26,Lk 17:8,Lk 17:8,Lk 22:30,1 Co 11:22	to eat (a meal)	-
καὶ	καί	-	-	-	-	-	-	-	and, also, even	conjunction	14	-	Mt 7:12,Mt 11:13,Mt 22:40,Lk 16:16,Lk 16:29,Lk 16:31,Jn 1:45,Ro 3:21	Tanakh ⇔ law	-
καὶ	καί	-	-	-	-	-	-	-	and, also, even	conjunction	14	-	Heb 2:14	physicality	-
καὶ	καί	-	-	-	-	-	-	-	and, also, even	conjunction	14	-	1 Co 11:29	to partake ⇔ eat and drink	-
καὶ	καί	-	-	-	-	-	-	-	and, also, even	particle, conjunction	14	-	Mk 15:40,Ac 16:1,Ac 17:18,Ac 21:19,Php 4:3	-	-
καὶ	καί	-	-	-	-	-	-	-	and, also, even	particle	14	-	Mk 16:8	-	-
καὶ	καί	-	-	-	-	-	-	-	and, also, even	conjunction	14	-	2 Co 6:18	child	-
καὶ	καί	-	-	-	-	-	-	-	and, also, even	conjunction	14	-	Mt 16:17,1 Co 15:50,Ga 1:16,Eph 6:12	person (finite)	-
καίπερ	καίπερ	-	-	-	-	-	-	-	-	conjunction	-	-	Php 3:4,Heb 5:8,Heb 7:5,Heb 12:17,2 Pe 1:12	-	-
Καθάπερ	καθάπερ	-	-	-	-	-	-	-	-	conjunction	-	-	1 Co 12:12	-	-
καθάπερ	καθάπερ	-	-	-	-	-	-	-	-	conjunction	-	-	Ro 4:6,Ro 12:4,1 Co 10:10,2 Co 1:14,2 Co 3:13,2 Co 8:11,1 Th 3:6,1 Th 3:12,1 Th 4:5,Heb 4:2	-	-
καθάπερ	καθάπερ	-	-	-	-	-	-	-	-	adverb, conjunction	-	-	1 Th 2:11	-	-
καθάπερ	καθάπερ	-	-	-	-	-	-	-	-	conjunction, adverb	-	-	2 Co 3:18	-	-
καθίζετε	καθίζω	-	-	present	active	indicative	second person	plural	I am sitting (middle); I am causing to sit	verb	31	-	1 Co 6:4	to seat (install)	-
καθίσαι	καθίζω	-	-	aorist	active	infinitive	-	-	I am sitting (middle); I am causing to sit	verb	31	-	Re 3:21	to sit as an authority	-
καθίσαι	καθίζω	-	-	aorist	active	infinitive	-	-	I am sitting (middle); I am causing to sit	verb	31	-	Mt 20:23,Mk 10:40,Ac 8:31,2 Th 2:4	to sit down	-
καθίσαι	καθίζω	-	-	aorist	active	infinitive	-	-	I am sitting (middle); I am causing to sit	verb	31	-	Ac 2:30	to seat (install)	-
καθίσαντες	καθίζω	masculine	nominative	aorist	active	participle	-	plural	I am sitting (middle); I am causing to sit	verb	31	-	Mt 13:48,Ac 16:13	to sit down	-
καθίσαντος	καθίζω	masculine	genitive	aorist	active	participle	-	singular	I am sitting (middle); I am causing to sit	verb	31	-	Mt 5:1	to sit down	-
καθίσας	καθίζω	masculine	nominative	aorist	active	participle	-	singular	I am sitting (middle); I am causing to sit	verb	31	-	Eph 1:20	to seat (install)	-
καθίσας	καθίζω	masculine	nominative	aorist	active	participle	-	singular	I am sitting (middle); I am causing to sit	verb	31	-	Mk 9:35,Mk 12:41,Lk 5:3,Jn 8:2	to sit down	-
καθίσας	καθίζω	masculine	nominative	aorist	active	participle	-	singular	I am sitting (middle); I am causing to sit	verb	31	-	Ac 12:21,Ac 25:6,Ac 25:17	to sit as an authority	-
καθίσας	καθίζω	masculine	nominative	aorist	active	participle	-	singular	I am sitting (middle); I am causing to sit	verb	31	-	Lk 14:28,Lk 14:31,Lk 16:6	to sit down (prepare)	-
καθίσατε	καθίζω	-	-	aorist	active	imperative	second person	plural	I am sitting (middle); I am causing to sit	verb	31	-	Mt 26:36,Mk 14:32	to sit down	-
καθίσατε	καθίζω	-	-	aorist	active	imperative	second person	plural	I am sitting (middle); I am causing to sit	verb	31	-	Lk 24:49	to stay (continue)	-
καθίσει	καθίζω	-	-	future	active	indicative	third person	singular	I am sitting (middle); I am causing to sit	verb	31	-	Mt 25:31	to sit as an authority	-
καθίσωμεν	καθίζω	-	-	aorist	active	subjunctive	first person	plural	I am sitting (middle); I am causing to sit	verb	31	-	Mk 10:37	to sit down	-
καθίσωσιν	καθίζω	-	-	aorist	active	subjunctive	third person	plural	I am sitting (middle); I am causing to sit	verb	31	-	Mt 20:21	to sit down	-
καθίσῃ	καθίζω	-	-	aorist	active	subjunctive	third person	singular	I am sitting (middle); I am causing to sit	verb	31	-	Mt 19:28	to sit as an authority	-
κεκάθικεν	καθίζω	-	-	perfect	active	indicative	third person	singular	I am sitting (middle); I am causing to sit	verb	31	-	Heb 12:2	to sit as an authority	-
ἐκάθισα	καθίζω	-	-	aorist	active	indicative	first person	singular	I am sitting (middle); I am causing to sit	verb	31	-	Re 3:21	to sit as an authority	-
ἐκάθισαν	καθίζω	-	-	aorist	active	indicative	third person	plural	I am sitting (middle); I am causing to sit	verb	31	-	Mt 23:2,Ac 13:14,Re 20:4	to sit down	-
ἐκάθισεν	καθίζω	-	-	aorist	active	indicative	third person	singular	I am sitting (middle); I am causing to sit	verb	31	-	Jn 19:13	to sit down, to seat	-
ἐκάθισεν	καθίζω	-	-	aorist	active	indicative	third person	singular	I am sitting (middle); I am causing to sit	verb	31	-	Mk 11:2,Mk 11:7,Mk 16:19,Lk 4:20,Lk 19:30,Jn 12:14,1 Co 10:7,Heb 1:3,Heb 8:1	to sit down	-
ἐκάθισεν	καθίζω	-	-	aorist	active	indicative	third person	singular	I am sitting (middle); I am causing to sit	verb	31	-	Ac 2:3	to stay (continue)	-
ἐκάθισεν	καθίζω	-	-	aorist	active	indicative	third person	singular	I am sitting (middle); I am causing to sit	verb	31	-	Heb 10:12	to sit as an authority	-
Ἐκάθισεν	καθίζω	-	-	aorist	active	indicative	third person	singular	I am sitting (middle); I am causing to sit	verb	31	-	Ac 18:11	to stay (continue)	-
καθίσταται	καθίστημι	-	-	present	passive	indicative	third person	singular	I appoint, put in charge	verb	44	-	Jas 4:4,Jas 3:6	to be made	-
καθίσταται	καθίστημι	-	-	present	passive	indicative	third person	singular	I appoint, put in charge	verb	44	-	Heb 8:3,Heb 5:1	to be appointed (state)	-
καθίστησιν	καθίστημι	-	-	present	active	indicative	third person	singular	I appoint, put in charge	verb	44	-	Heb 7:28	to appoint (duty)	-
καθίστησιν	καθίστημι	-	-	present	active	indicative	third person	singular	I appoint, put in charge	verb	44	-	2 Pe 1:8	to make (change)	-
καθιστάνοντες	καθίστημι	masculine	nominative	present	active	participle	-	plural	I appoint, put in charge	verb	44	-	Ac 17:15	to accompany (travel)	-
κατέστησεν	καθίστημι	-	-	aorist	active	indicative	third person	singular	I appoint, put in charge	verb	44	-	Ac 7:35,Ac 7:27,Ac 7:10,Lk 12:14,Mt 24:45	to appoint (duty)	-
καταστήσει	καθίστημι	-	-	future	active	indicative	third person	singular	I appoint, put in charge	verb	44	-	Lk 12:44,Lk 12:42,Mt 24:47	to appoint (duty)	-
καταστήσομεν	καθίστημι	-	-	future	active	indicative	first person	plural	I appoint, put in charge	verb	44	-	Ac 6:3	to appoint (duty)	-
καταστήσω	καθίστημι	-	-	future	active	indicative	first person	singular	I appoint, put in charge	verb	44	-	Mt 25:23,Mt 25:21	to appoint (duty)	-
καταστήσῃς	καθίστημι	-	-	aorist	active	subjunctive	second person	singular	I appoint, put in charge	verb	44	-	Tt 1:5	to appoint (duty)	-
κατασταθήσονται	καθίστημι	-	-	future	passive	indicative	third person	plural	I appoint, put in charge	verb	44	-	Ro 5:19	to be made	-
κατεστάθησαν	καθίστημι	-	-	aorist	passive	indicative	third person	plural	I appoint, put in charge	verb	44	-	Ro 5:19	to be made	-
καθάρισον	καθαρίζω	-	-	aorist	active	imperative	second person	singular	I am cleansing	verb	32	-	Mt 23:26	to clean	-
καθαρίζει	καθαρίζω	-	-	present	active	indicative	third person	singular	I am cleansing	verb	32	-	1 Jn 1:7	to cleanse (of evil)	-
καθαρίζεσθαι	καθαρίζω	-	-	present	passive	infinitive	-	-	I am cleansing	verb	32	-	Heb 9:23	to be ritually purified (state)	-
καθαρίζεται	καθαρίζω	-	-	present	passive	indicative	third person	singular	I am cleansing	verb	32	-	Heb 9:22	to be ritually purified (state)	-
καθαρίζετε	καθαρίζω	-	-	present	active	indicative	second person	plural	I am cleansing	verb	32	-	Mt 23:25,Lk 11:39	to clean	-
καθαρίζετε	καθαρίζω	-	-	present	active	imperative	second person	plural	I am cleansing	verb	32	-	Mt 10:8	to heal ⇔ cleanse	-
καθαρίζονται	καθαρίζω	-	-	present	passive	indicative	third person	plural	I am cleansing	verb	32	-	Mt 11:5,Lk 7:22	to be healed ⇔ be cleansed	-
καθαρίζων	καθαρίζω	masculine	nominative	present	active	participle	-	singular	I am cleansing	verb	32	-	Mk 7:19	to declare clean	-
καθαρίσαι	καθαρίζω	-	-	aorist	active	infinitive	-	-	I am cleansing	verb	32	-	Mt 8:2,Mk 1:40,Lk 5:12	to heal ⇔ cleanse	-
καθαρίσας	καθαρίζω	masculine	nominative	aorist	active	participle	-	singular	I am cleansing	verb	32	-	Ac 15:9	to declare clean	-
καθαρίσας	καθαρίζω	masculine	nominative	aorist	active	participle	-	singular	I am cleansing	verb	32	-	Eph 5:26	to cleanse (of evil)	-
καθαρίσατε	καθαρίζω	-	-	aorist	active	imperative	second person	plural	I am cleansing	verb	32	-	Jas 4:8	to cleanse (of evil)	-
καθαρίσθητι	καθαρίζω	-	-	aorist	passive	imperative	second person	singular	I am cleansing	verb	32	-	Mt 8:3,Mk 1:41,Lk 5:13	to be healed ⇔ be cleansed	-
καθαρίσωμεν	καθαρίζω	-	-	aorist	active	subjunctive	first person	plural	I am cleansing	verb	32	-	2 Co 7:1	to cleanse (of evil)	-
καθαρίσῃ	καθαρίζω	-	-	aorist	active	subjunctive	third person	singular	I am cleansing	verb	32	-	Tt 2:14,1 Jn 1:9	to cleanse (of evil)	-
καθαριεῖ	καθαρίζω	-	-	future	active	indicative	third person	singular	I am cleansing	verb	32	-	Heb 9:14	to cleanse (of evil)	-
κεκαθαρισμένους	καθαρίζω	masculine	accusative	perfect	passive	participle	-	plural	I am cleansing	verb	32	-	Heb 10:2	to be ritually purified (state)	-
ἐκαθάρισεν	καθαρίζω	-	-	aorist	active	indicative	third person	singular	I am cleansing	verb	32	-	Ac 10:15,Ac 11:9	to declare clean	-
ἐκαθαρίσθη	καθαρίζω	-	-	aorist	passive	indicative	third person	singular	I am cleansing	verb	32	-	Mt 8:3,Mk 1:42,Lk 4:27	to be healed ⇔ be cleansed	-
ἐκαθαρίσθησαν	καθαρίζω	-	-	aorist	passive	indicative	third person	plural	I am cleansing	verb	32	-	Lk 17:14,Lk 17:17	to be healed ⇔ be cleansed	-
καθαρισμοῦ	καθαρισμός	masculine	genitive	-	-	-	-	singular	-	noun	-	-	2 Pe 1:9,Jn 3:25,Lk 5:14,Lk 2:22,Mk 1:44	purification (ceremonial)	-
καθαρισμὸν	καθαρισμός	masculine	accusative	-	-	-	-	singular	-	noun	-	-	Heb 1:3,Jn 2:6	purification (ceremonial)	-
καθαρά	καθαρός	neuter	nominative	-	-	-	-	plural	clean	adjective	39	-	Ro 14:20	ritually clean	-
καθαροί	καθαρός	masculine	nominative	-	-	-	-	plural	clean	adjective	39	-	Jn 15:3	pure (guiltless)	-
καθαροί	καθαρός	masculine	nominative	-	-	-	-	plural	clean	adjective	39	-	Jn 13:10,Jn 13:11	pure (guiltless), clean (surface)	-
καθαροὶ	καθαρός	masculine	nominative	-	-	-	-	plural	clean	adjective	39	-	Mt 5:8	pure (guiltless)	-
καθαροῖς	καθαρός	masculine	dative	-	-	-	-	plural	clean	adjective	39	-	Tt 1:15	pure (guiltless)	-
καθαρόν	καθαρός	neuter	nominative	-	-	-	-	singular	clean	adjective	39	-	Mt 23:26,Tt 1:15	pure (guiltless)	-
καθαρόν	καθαρός	neuter	accusative	-	-	-	-	singular	clean	adjective	39	-	Re 19:8,Re 19:14	clean (surface)	-
καθαρός	καθαρός	masculine	nominative	-	-	-	-	singular	clean	adjective	39	-	Ac 20:26	guiltless ⇔ clean	-
καθαρὰ	καθαρός	neuter	nominative	-	-	-	-	plural	clean	adjective	39	-	Lk 11:41	clean (surface)	-
καθαρὰ	καθαρός	feminine	nominative	-	-	-	-	singular	clean	adjective	39	-	Jas 1:27	pure (guiltless)	-
καθαρὰ	καθαρός	neuter	nominative	-	-	-	-	plural	clean	adjective	39	-	Tt 1:15	pure (guiltless)	-
καθαρὸν	καθαρός	neuter	nominative	-	-	-	-	singular	clean	adjective	39	-	Re 21:18,Re 21:21	pure (substance)	-
καθαρὸν	καθαρός	neuter	accusative	-	-	-	-	singular	clean	adjective	39	-	Re 15:6	clean (surface)	-
καθαρὸς	καθαρός	masculine	nominative	-	-	-	-	singular	clean	adjective	39	-	Ac 18:6	guiltless ⇔ clean	-
καθαρὸς	καθαρός	masculine	nominative	-	-	-	-	singular	clean	adjective	39	-	Jn 13:10	clean (surface)	-
καθαρᾶς	καθαρός	feminine	genitive	-	-	-	-	singular	clean	adjective	39	-	1 Pe 1:22	pure (guiltless)	-
καθαρᾶς	καθαρός	feminine	genitive	-	-	-	-	singular	clean	adjective	39	-	1 Ti 1:5,2 Ti 2:22	guiltless ⇔ clean	-
καθαρᾷ	καθαρός	feminine	dative	-	-	-	-	singular	clean	adjective	39	-	1 Ti 3:9,2 Ti 1:3	guiltless ⇔ clean	-
καθαρᾷ	καθαρός	feminine	dative	-	-	-	-	singular	clean	adjective	39	-	Mt 27:59	clean (surface)	-
καθαρῷ	καθαρός	neuter	dative	-	-	-	-	singular	clean	adjective	39	-	Heb 10:22	clean (surface)	-
καθαρῷ	καθαρός	masculine	dative	-	-	-	-	singular	clean	adjective	39	-	Re 21:18	pure (substance)	-
καθεξῆς	καθεξῆς	-	-	-	-	-	-	-	-	adverb	-	-	Ac 3:24	successor	-
καθεξῆς	καθεξῆς	-	-	-	-	-	-	-	-	adverb	-	-	Ac 18:23,Ac 11:4,Lk 8:1,Lk 1:3	successively	-
καθεύδει	καθεύδω	-	-	present	active	indicative	third person	singular	I am sleeping	verb	42	-	Mt 9:24,Mk 5:39,Lk 8:52	to sleep, to be dead ⇔ be asleep	-
καθεύδειν	καθεύδω	-	-	present	active	infinitive	-	-	I am sleeping	verb	42	-	Mt 13:25	to sleep	-
καθεύδεις	καθεύδω	-	-	present	active	indicative	second person	singular	I am sleeping	verb	42	-	Mk 14:37	to sleep	-
καθεύδετε	καθεύδω	-	-	present	active	indicative, imperative	second person	plural	I am sleeping	verb	42	-	Mt 26:45,Mk 14:41	to sleep	-
καθεύδετε	καθεύδω	-	-	present	active	indicative	second person	plural	I am sleeping	verb	42	-	Lk 22:46	to sleep	-
καθεύδοντας	καθεύδω	masculine	accusative	present	active	participle	-	plural	I am sleeping	verb	42	-	Mt 26:40,Mt 26:43,Mk 13:36,Mk 14:37,Mk 14:40	to sleep	-
καθεύδοντες	καθεύδω	masculine	nominative	present	active	participle	-	plural	I am sleeping	verb	42	-	1 Th 5:7	to sleep	-
καθεύδουσιν	καθεύδω	-	-	present	active	indicative	third person	plural	I am sleeping	verb	42	-	1 Th 5:7	to sleep	-
καθεύδωμεν	καθεύδω	-	-	present	active	subjunctive	first person	plural	I am sleeping	verb	42	-	1 Th 5:10	to be dead ⇔ be asleep	-
καθεύδωμεν	καθεύδω	-	-	present	active	subjunctive	first person	plural	I am sleeping	verb	42	-	1 Th 5:6	to be unalert ⇔ be asleep	-
καθεύδων	καθεύδω	masculine	nominative	present	active	participle	-	singular	I am sleeping	verb	42	-	Mk 4:38,Eph 5:14	to sleep	-
καθεύδῃ	καθεύδω	-	-	present	active	subjunctive	third person	singular	I am sleeping	verb	42	-	Mk 4:27	to sleep	-
ἐκάθευδεν	καθεύδω	-	-	imperfect	active	indicative	third person	singular	I am sleeping	verb	42	-	Mt 8:24	to sleep	-
ἐκάθευδον	καθεύδω	-	-	imperfect	active	indicative	third person	plural	I am sleeping	verb	42	-	Mt 25:5	to sleep	-
καθότι	καθότι	-	-	-	-	-	-	-	-	conjunction	-	-	Lk 1:7,Lk 19:9,Ac 2:24,Ac 2:45,Ac 4:35,Ac 17:31	-	-
Καθώς	καθώς	-	-	-	-	-	-	-	just as, as	conjunction	28	-	Php 1:7	-	-
Καθὼς	καθώς	-	-	-	-	-	-	-	just as, as	conjunction	28	-	Mk 1:2,Jn 15:9,Ac 7:17,Ga 3:6,1 Ti 1:3	-	-
καθώς	καθώς	-	-	-	-	-	-	-	just as, as	conjunction	28	-	Jn 6:31,Jn 12:14,Ro 3:8,1 Co 5:7,1 Co 10:8,1 Co 10:9,Eph 4:21,1 Th 2:13,1 Jn 3:2	-	-
καθώς	καθώς	-	-	-	-	-	-	-	just as, as	preposition, conjunction	28	-	1 Co 10:7	-	-
καθὼς	καθώς	-	-	-	-	-	-	-	just as, as	conjunction	28	-	Mt 21:6,Mt 26:24,Mt 28:6,Mk 4:33,Mk 9:13,Mk 11:6,Mk 14:16,Mk 14:21,Mk 15:8,Mk 16:7,Lk 1:2,Lk 1:55,Lk 1:70,Lk 2:20,Lk 2:23,Lk 5:14,Lk 6:31,Lk 6:36,Lk 11:1,Lk 11:30,Lk 17:26,Lk 17:28,Lk 19:32,Lk 22:13,Lk 22:29,Lk 24:24,Lk 24:39,Jn 1:23,Jn 3:14,Jn 5:23,Jn 5:30,Jn 6:57,Jn 6:58,Jn 7:38,Jn 8:28,Jn 10:15,Jn 12:50,Jn 13:15,Jn 13:33,Jn 13:34,Jn 14:27,Jn 14:31,Jn 15:4,Jn 15:10,Jn 15:12,Jn 17:2,Jn 17:11,Jn 17:14,Jn 17:16,Jn 17:18,Jn 17:21,Jn 17:22,Jn 17:23,Jn 19:40,Jn 20:21,Ac 2:4,Ac 2:22,Ac 7:42,Ac 7:44,Ac 7:48,Ac 11:29,Ac 15:8,Ac 15:14,Ac 15:15,Ac 22:3,Ro 1:13,Ro 1:17,Ro 1:28,Ro 2:24,Ro 3:4,Ro 3:8,Ro 3:10,Ro 4:17,Ro 8:36,Ro 9:13,Ro 9:29,Ro 9:33,Ro 10:15,Ro 11:8,Ro 11:26,Ro 15:3,Ro 15:7,Ro 15:9,Ro 15:21,1 Co 1:6,1 Co 1:31,1 Co 2:9,1 Co 4:17,1 Co 8:2,1 Co 10:6,1 Co 10:33,1 Co 11:1,1 Co 11:2,1 Co 12:11,1 Co 12:18,1 Co 13:12,1 Co 14:34,1 Co 15:38,1 Co 15:49,2 Co 1:5,2 Co 1:14,2 Co 4:1,2 Co 6:16,2 Co 8:5,2 Co 8:6,2 Co 8:15,2 Co 9:3,2 Co 9:7,2 Co 9:9,2 Co 10:7,2 Co 11:12,Ga 2:7,Ga 5:21,Eph 1:4,Eph 3:3,Eph 4:4,Eph 4:17,Eph 4:32,Eph 5:2,Eph 5:3,Eph 5:25,Eph 5:29,Php 2:12,Php 3:17,Col 1:6,Col 1:6,Col 1:7,Col 2:7,Col 3:13,1 Th 1:5,1 Th 2:2,1 Th 2:4,1 Th 2:5,1 Th 2:14,1 Th 3:4,1 Th 4:1,1 Th 4:1,1 Th 4:6,1 Th 4:11,1 Th 4:13,1 Th 5:11,2 Th 1:3,2 Th 3:1,Heb 3:7,Heb 4:3,Heb 4:7,Heb 5:3,Heb 5:6,Heb 8:5,Heb 10:25,Heb 11:12,1 Pe 4:10,2 Pe 1:14,2 Pe 3:15,1 Jn 2:6,1 Jn 2:18,1 Jn 2:27,1 Jn 3:3,1 Jn 3:7,1 Jn 3:12,1 Jn 3:23,1 Jn 4:17,2 Jn 4,2 Jn 6,3 Jn 2,3 Jn 3	-	-
καινά	καινός	neuter	nominative	-	-	-	-	plural	new, different	adjective	33	-	2 Co 5:17	new (times)	-
καινήν	καινός	feminine	accusative	-	-	-	-	singular	new, different	adjective	33	-	Re 21:1	new	-
καινήν	καινός	feminine	accusative	-	-	-	-	singular	new, different	adjective	33	-	Heb 8:8	new (different)	-
καιναῖς	καινός	feminine	dative	-	-	-	-	plural	new, different	adjective	33	-	Mk 16:17	new	-
καινούς	καινός	masculine	accusative	-	-	-	-	plural	new, different	adjective	33	-	Mt 9:17,Mk 2:22	new (unaffected)	-
καινοὺς	καινός	masculine	accusative	-	-	-	-	plural	new, different	adjective	33	-	2 Pe 3:13	new	-
καινοὺς	καινός	masculine	accusative	-	-	-	-	plural	new, different	adjective	33	-	Lk 5:38	new (unaffected)	-
καινοῦ	καινός	neuter	genitive	-	-	-	-	singular	new, different	adjective	33	-	Lk 5:36,Lk 5:36	new	-
καινόν	καινός	neuter	accusative	-	-	-	-	singular	new, different	adjective	33	-	Re 3:12	new (unseen)	-
καινότερον	καινός	neuter	accusative	-	-	-	-	singular	new, different	adjective	33	-	Ac 17:21	new (unseen)	-
καινὰ	καινός	neuter	accusative	-	-	-	-	plural	new, different	adjective	33	-	Re 21:5	new	-
καινὰ	καινός	neuter	accusative	-	-	-	-	plural	new, different	adjective	33	-	Mt 13:52	new (thing)	-
καινὴ	καινός	feminine	nominative	-	-	-	-	singular	new, different	adjective	33	-	Mk 1:27,Ac 17:19,2 Co 5:17,Ga 6:15	new (unseen)	-
καινὴ	καινός	feminine	nominative	-	-	-	-	singular	new, different	adjective	33	-	Lk 22:20,1 Co 11:25	new (different)	-
καινὴν	καινός	feminine	accusative	-	-	-	-	singular	new, different	adjective	33	-	2 Pe 3:13,Re 21:2	new	-
καινὴν	καινός	feminine	accusative	-	-	-	-	singular	new, different	adjective	33	-	Heb 8:13	new (different)	-
καινὴν	καινός	feminine	accusative	-	-	-	-	singular	new, different	adjective	33	-	Jn 13:34,1 Jn 2:7,1 Jn 2:8,2 Jn 5,Re 5:9,Re 14:3	new (unseen)	-
καινὸν	καινός	masculine	accusative	-	-	-	-	singular	new, different	adjective	33	-	Eph 4:24	new (unseen), new self	-
καινὸν	καινός	neuter	accusative	-	-	-	-	singular	new, different	adjective	33	-	Lk 5:36	new	-
καινὸν	καινός	neuter	accusative	-	-	-	-	singular	new, different	adjective	33	-	Mk 14:25	anew	-
καινὸν	καινός	neuter	nominative	-	-	-	-	singular	new, different	adjective	33	-	Jn 19:41	new (unaffected)	-
καινὸν	καινός	neuter	accusative, nominative	-	-	-	-	singular	new, different	adjective	33	-	Re 2:17	new (unseen)	-
καινὸν	καινός	masculine	accusative	-	-	-	-	singular	new, different	adjective	33	-	Re 21:1	new	-
καινὸν	καινός	neuter	nominative, accusative	-	-	-	-	singular	new, different	adjective	33	-	Mk 2:21	new (unseen)	-
καινὸν	καινός	neuter	accusative	-	-	-	-	singular	new, different	adjective	33	-	Mt 26:29	new (different)	-
καινὸν	καινός	masculine	accusative	-	-	-	-	singular	new, different	adjective	33	-	Eph 2:15	new (unseen)	-
καινῆς	καινός	feminine	genitive	-	-	-	-	singular	new, different	adjective	33	-	2 Co 3:6,Heb 9:15	new (different)	-
καινῆς	καινός	feminine	genitive	-	-	-	-	singular	new, different	adjective	33	-	Re 3:12	new	-
καινῷ	καινός	neuter	dative	-	-	-	-	singular	new, different	adjective	33	-	Mt 27:60	new (unaffected)	-
καιροὶ	καιρός	masculine	nominative	-	-	-	-	plural	season; a time, age	noun	21	-	Lk 21:24,Ac 3:20	time (indefinite)	-
καιροὶ	καιρός	masculine	nominative	-	-	-	-	plural	season; a time, age	noun	21	-	2 Ti 3:1	occasion (event)	-
καιροὺς	καιρός	masculine	accusative	-	-	-	-	plural	season; a time, age	noun	21	-	Ac 14:17	season (activity)	-
καιροὺς	καιρός	masculine	accusative	-	-	-	-	plural	season; a time, age	noun	21	-	Ac 17:26,Ga 4:10,Re 12:14	time (indefinite)	-
καιροὺς	καιρός	masculine	accusative	-	-	-	-	plural	season; a time, age	noun	21	-	Ac 1:7	occasion (event)	-
καιροῖς	καιρός	masculine	dative	-	-	-	-	plural	season; a time, age	noun	21	-	1 Ti 6:15,Tt 1:3	opportune time	-
καιροῖς	καιρός	masculine	dative	-	-	-	-	plural	season; a time, age	noun	21	-	Mt 21:41,1 Ti 2:6	occasion (event)	-
καιροῖς	καιρός	masculine	dative	-	-	-	-	plural	season; a time, age	noun	21	-	1 Ti 4:1	time (indefinite)	-
καιροῦ	καιρός	masculine	genitive	-	-	-	-	singular	season; a time, age	noun	21	-	Ac 13:11,Ro 8:18,Heb 9:10,Re 12:14	time (indefinite)	-
καιροῦ	καιρός	masculine	genitive	-	-	-	-	singular	season; a time, age	noun	21	-	Lk 4:13	opportune time	-
καιροῦ	καιρός	masculine	genitive	-	-	-	-	singular	season; a time, age	noun	21	-	Mt 8:29,1 Co 4:5	occasion (event)	-
καιρόν	καιρός	masculine	accusative	-	-	-	-	singular	season; a time, age	noun	21	-	1 Co 7:5	time (indefinite)	-
καιρόν	καιρός	masculine	accusative	-	-	-	-	singular	season; a time, age	noun	21	-	Ro 13:11	occasion (event)	-
καιρόν	καιρός	masculine	accusative	-	-	-	-	singular	season; a time, age	noun	21	-	Eph 5:16	opportune time	-
καιρός	καιρός	masculine	nominative	-	-	-	-	singular	season; a time, age	noun	21	-	Mt 26:18,Mk 13:33	occasion (event)	-
καιρὸν	καιρός	masculine	accusative	-	-	-	-	singular	season; a time, age	noun	21	-	Lk 8:13,Ac 12:1,Heb 9:9,Heb 11:11,1 Pe 1:11,Re 12:12,Re 12:14	time (indefinite)	-
καιρὸν	καιρός	masculine	accusative	-	-	-	-	singular	season; a time, age	noun	21	-	Heb 11:15	opportune time, to have opportunity	-
καιρὸν	καιρός	masculine	accusative	-	-	-	-	singular	season; a time, age	noun	21	-	1 Th 2:17	time (indefinite), short time ⇔ hour’s time	-
καιρὸν	καιρός	masculine	accusative	-	-	-	-	singular	season; a time, age	noun	21	-	Lk 1:20,Lk 12:56,Lk 19:44,Ac 19:23,Ro 9:9,Ga 6:10	occasion (event)	-
καιρὸν	καιρός	masculine	accusative	-	-	-	-	singular	season; a time, age	noun	21	-	Ro 5:6,Col 4:5,Ac 24:25	opportune time	-
καιρὸς	καιρός	masculine	nominative	-	-	-	-	singular	season; a time, age	noun	21	-	2 Co 6:2	opportune time	-
καιρὸς	καιρός	masculine	nominative	-	-	-	-	singular	season; a time, age	noun	21	-	Mk 1:15,Mk 11:13,1 Co 7:29,2 Ti 4:3	time (indefinite)	-
καιρὸς	καιρός	masculine	nominative	-	-	-	-	singular	season; a time, age	noun	21	-	Mt 21:34,Lk 21:8,Jn 7:6,Jn 7:6,Jn 7:8,2 Ti 4:6,1 Pe 4:17,Re 1:3,Re 11:18,Re 22:10	occasion (event)	-
καιρῶν	καιρός	masculine	genitive	-	-	-	-	plural	season; a time, age	noun	21	-	Mt 16:3,Eph 1:10,1 Th 5:1	time (indefinite)	-
καιρῷ	καιρός	masculine	dative	-	-	-	-	singular	season; a time, age	noun	21	-	Mk 10:30,Lk 18:30,Ac 7:20,Ro 3:26,Ro 11:5,Eph 2:12,1 Pe 1:5	time (indefinite)	-
